Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Amari Murry,,,,,,,
Project,AM-PVP L- Carbon disulfide-Cyclohexane-1,2dichlorobenzene-Xylene,,,,,,
Reactor1,14.9 mg/ml PVP L in  Carbon disulfide,,,,,,,
Reactor2,14.9 mg/ml PVP L in Cyclohexane,,,,,,,
Reactor3,15.1 mg/ml PVP L in 1,2dichlorobenzene,,,,,,
Reactor4,15.1 mg/ml PVP L in Xylene,,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,MW 14K,,,,,,,
polymer_ids,PVP L:32,,,,,,,
solvent_ids,Carbon disulfide:30,Cyclohexane:32,"1,2dichlorobenzene:39",Xylene:38,,,,
Start of Experiment,11/17/23 13:12,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,D,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,17, sec,,,,
Tune,,,,,,,,
Stir (Bottom) at,900, rpm,,,,,,
11/17/23 13:19,0:07:11,22.3,22.2,16,41,61,26,0
11/17/23 13:19,0:07:12,22.3,22.2,16,39,63,26,0
11/17/23 13:19,0:07:13,22.3,22.2,16,40,61,28,0
11/17/23 13:19,0:07:14,22.3,22.2,15,42,60,28,0
11/17/23 13:19,0:07:15,22.3,22.2,16,42,62,29,0
11/17/23 13:19,0:07:16,22.3,22.2,15,42,61,27,0
11/17/23 13:19,0:07:17,22.3,22.2,15,40,61,28,0
11/17/23 13:19,0:07:18,22.3,22.2,15,43,63,29,0
11/17/23 13:19,0:07:19,22.4,22.3,16,41,61,28,0
11/17/23 13:19,0:07:20,22.4,22.3,15,41,63,29,0
11/17/23 13:19,0:07:21,22.4,22.3,15,41,63,28,0
11/17/23 13:19,0:07:22,22.4,22.3,15,41,64,29,0
11/17/23 13:19,0:07:23,22.4,22.3,15,41,63,28,0
11/17/23 13:19,0:07:24,22.4,22.3,15,42,63,27,0
11/17/23 13:19,0:07:25,22.4,22.3,16,42,63,28,0
11/17/23 13:19,0:07:26,22.4,22.3,15,41,63,29,0
11/17/23 13:19,0:07:27,22.4,22.3,15,39,62,28,0
11/17/23 13:19,0:07:28,22.4,22.3,15,42,66,28,0
11/17/23 13:20,0:07:29,22.4,22.3,16,41,63,28,0
11/17/23 13:20,0:07:30,22.4,22.3,16,40,62,27,0
11/17/23 13:20,0:07:31,22.5,22.3,16,42,64,28,0
11/17/23 13:20,0:07:32,22.5,22.4,15,42,66,26,0
11/17/23 13:20,0:07:33,22.5,22.4,16,42,66,27,0
11/17/23 13:20,0:07:34,22.5,22.4,16,44,64,28,0
11/17/23 13:20,0:07:35,22.5,22.4,15,42,66,28,0
11/17/23 13:20,0:07:36,22.5,22.4,16,43,63,28,0
11/17/23 13:20,0:07:37,22.5,22.4,16,41,66,27,0
11/17/23 13:20,0:07:38,22.5,22.4,15,43,66,29,0
11/17/23 13:20,0:07:39,22.5,22.4,15,41,64,27,0
11/17/23 13:20,0:07:40,22.5,22.4,15,44,65,29,0
11/17/23 13:20,0:07:41,22.5,22.4,15,43,64,27,0
11/17/23 13:20,0:07:42,22.5,22.4,15,42,64,27,0
11/17/23 13:20,0:07:43,22.6,22.4,16,42,64,27,0
11/17/23 13:20,0:07:44,22.6,22.5,16,41,63,28,0
11/17/23 13:20,0:07:45,22.6,22.5,16,42,65,27,0
11/17/23 13:20,0:07:46,22.6,22.5,15,41,65,27,0
11/17/23 13:20,0:07:47,22.6,22.5,15,39,64,28,0
11/17/23 13:20,0:07:48,22.6,22.5,16,41,67,27,0
11/17/23 13:20,0:07:49,22.6,22.5,15,39,66,26,0
11/17/23 13:20,0:07:50,22.6,22.5,16,40,67,29,0
11/17/23 13:20,0:07:52,22.6,22.5,16,41,69,27,0
11/17/23 13:20,0:07:53,22.6,22.5,15,42,66,28,0
11/17/23 13:20,0:07:54,22.6,22.5,15,42,67,27,0
11/17/23 13:20,0:07:55,22.6,22.5,16,41,67,27,0
11/17/23 13:20,0:07:56,22.7,22.6,15,42,65,29,0
11/17/23 13:20,0:07:57,22.7,22.6,15,40,67,27,0
11/17/23 13:20,0:07:58,22.7,22.6,15,42,66,28,0
11/17/23 13:20,0:07:59,22.7,22.6,16,44,66,27,0
11/17/23 13:20,0:08:00,22.7,22.6,16,43,69,26,0
11/17/23 13:20,0:08:01,22.7,22.6,15,41,65,28,0
11/17/23 13:20,0:08:02,22.7,22.6,16,39,67,27,0
11/17/23 13:20,0:08:03,22.7,22.6,15,41,66,29,0
11/17/23 13:20,0:08:04,22.7,22.6,15,39,67,27,0
11/17/23 13:20,0:08:05,22.7,22.6,15,42,67,24,0
11/17/23 13:20,0:08:06,22.7,22.6,15,39,69,26,0
11/17/23 13:20,0:08:07,22.7,22.6,15,39,68,26,0
11/17/23 13:20,0:08:08,22.8,22.7,15,39,70,28,0
11/17/23 13:20,0:08:09,22.8,22.7,15,42,68,28,0
11/17/23 13:20,0:08:10,22.8,22.6,15,42,71,27,0
11/17/23 13:20,0:08:11,22.8,22.7,16,39,68,26,0
11/17/23 13:20,0:08:12,22.8,22.7,15,42,68,29,0
11/17/23 13:20,0:08:13,22.8,22.7,15,41,66,26,0
11/17/23 13:20,0:08:14,22.8,22.7,15,42,61,26,0
11/17/23 13:20,0:08:15,22.8,22.7,15,42,64,26,0
11/17/23 13:20,0:08:16,22.8,22.7,15,42,65,27,0
11/17/23 13:20,0:08:17,22.8,22.7,15,41,64,28,0
11/17/23 13:20,0:08:18,22.8,22.7,15,41,65,28,0
11/17/23 13:20,0:08:19,22.9,22.8,15,41,66,27,0
11/17/23 13:20,0:08:20,22.9,22.8,16,42,64,28,0
11/17/23 13:20,0:08:21,22.9,22.8,15,42,67,26,0
11/17/23 13:20,0:08:22,22.9,22.8,15,44,66,26,0
11/17/23 13:20,0:08:23,22.9,22.8,15,42,66,27,0
11/17/23 13:20,0:08:24,22.9,22.8,15,39,69,27,0
11/17/23 13:20,0:08:25,22.9,22.8,15,38,66,27,0
11/17/23 13:20,0:08:26,22.9,22.8,15,40,64,27,0
11/17/23 13:20,0:08:27,22.9,22.8,15,41,68,27,0
11/17/23 13:20,0:08:28,22.9,22.8,15,42,67,27,0
11/17/23 13:21,0:08:29,22.9,22.8,16,42,69,29,0
11/17/23 13:21,0:08:30,22.9,22.8,15,41,71,27,0
11/17/23 13:21,0:08:31,23,22.8,15,41,71,27,0
11/17/23 13:21,0:08:32,23,22.8,15,41,66,27,0
11/17/23 13:21,0:08:33,23,22.8,15,41,71,29,0
11/17/23 13:21,0:08:34,23,22.9,15,41,68,27,0
11/17/23 13:21,0:08:35,23,22.9,15,41,65,26,0
11/17/23 13:21,0:08:36,23,22.9,15,41,71,27,0
11/17/23 13:21,0:08:37,23,22.9,15,42,67,26,0
11/17/23 13:21,0:08:38,23,22.9,15,41,69,28,0
11/17/23 13:21,0:08:39,23,22.9,16,42,70,28,0
11/17/23 13:21,0:08:40,23,22.9,16,39,69,27,0
11/17/23 13:21,0:08:41,23,22.9,15,42,69,27,0
11/17/23 13:21,0:08:42,23,22.9,15,41,71,27,0
11/17/23 13:21,0:08:43,23.1,22.9,15,42,71,27,0
11/17/23 13:21,0:08:44,23.1,22.9,15,42,71,27,0
11/17/23 13:21,0:08:45,23.1,22.9,16,43,72,24,0
11/17/23 13:21,0:08:46,23.1,22.9,16,41,71,26,0
11/17/23 13:21,0:08:47,23.1,23,15,44,72,28,0
11/17/23 13:21,0:08:48,23.1,23,15,39,74,27,0
11/17/23 13:21,0:08:49,23.1,23,16,40,72,27,0
11/17/23 13:21,0:08:50,23.1,23,15,42,71,25,0
11/17/23 13:21,0:08:51,23.1,23,16,41,70,27,0
11/17/23 13:21,0:08:52,23.1,23,15,42,70,28,0
11/17/23 13:21,0:08:53,23.1,23,15,44,73,29,0
11/17/23 13:21,0:08:54,23.1,23,15,42,74,26,0
11/17/23 13:21,0:08:55,23.2,23,15,42,74,26,0
11/17/23 13:21,0:08:56,23.2,23,15,43,73,26,0
11/17/23 13:21,0:08:57,23.2,23,15,42,74,27,0
11/17/23 13:21,0:08:58,23.2,23,15,44,72,27,0
11/17/23 13:21,0:08:59,23.2,23.1,15,41,74,26,0
11/17/23 13:21,0:09:00,23.2,23.1,14,44,74,27,0
11/17/23 13:21,0:09:01,23.2,23.1,16,41,74,26,0
11/17/23 13:21,0:09:02,23.2,23.1,16,42,76,27,0
11/17/23 13:21,0:09:04,23.2,23.1,15,41,76,27,0
11/17/23 13:21,0:09:05,23.2,23.1,15,39,75,27,0
11/17/23 13:21,0:09:06,23.2,23.1,15,39,74,27,0
11/17/23 13:21,0:09:07,23.2,23.1,15,44,78,26,0
11/17/23 13:21,0:09:08,23.3,23.1,16,43,77,28,0
11/17/23 13:21,0:09:09,23.3,23.1,15,42,79,27,0
11/17/23 13:21,0:09:10,23.3,23.1,15,42,77,27,0
11/17/23 13:21,0:09:11,23.3,23.2,15,44,78,27,0
11/17/23 13:21,0:09:12,23.3,23.2,15,42,66,26,0
11/17/23 13:21,0:09:13,23.3,23.2,15,44,67,27,0
11/17/23 13:21,0:09:14,23.3,23.2,15,44,66,26,0
11/17/23 13:21,0:09:15,23.3,23.2,15,43,67,27,0
11/17/23 13:21,0:09:16,23.3,23.2,15,44,65,27,0
11/17/23 13:21,0:09:17,23.3,23.2,15,42,68,27,0
11/17/23 13:21,0:09:18,23.3,23.2,15,42,65,26,0
11/17/23 13:21,0:09:19,23.3,23.2,15,44,69,26,0
11/17/23 13:21,0:09:20,23.4,23.2,16,44,70,28,0
11/17/23 13:21,0:09:21,23.4,23.2,15,41,69,27,0
11/17/23 13:21,0:09:22,23.4,23.2,15,44,69,26,0
11/17/23 13:21,0:09:23,23.4,23.3,15,42,70,28,0
11/17/23 13:21,0:09:24,23.4,23.3,15,42,70,27,0
11/17/23 13:21,0:09:25,23.4,23.3,15,44,71,27,0
11/17/23 13:21,0:09:26,23.4,23.3,15,44,71,28,0
11/17/23 13:21,0:09:27,23.4,23.3,15,45,73,27,0
11/17/23 13:21,0:09:28,23.4,23.3,15,45,73,27,0
11/17/23 13:22,0:09:29,23.4,23.3,15,44,71,27,0
11/17/23 13:22,0:09:30,23.4,23.3,15,43,72,27,0
11/17/23 13:22,0:09:31,23.5,23.3,15,42,71,26,0
11/17/23 13:22,0:09:32,23.5,23.3,16,44,74,27,0
11/17/23 13:22,0:09:33,23.5,23.3,16,42,74,27,0
11/17/23 13:22,0:09:34,23.5,23.4,15,44,73,27,0
11/17/23 13:22,0:09:35,23.5,23.4,15,44,75,27,0
11/17/23 13:22,0:09:36,23.5,23.4,16,45,74,27,0
11/17/23 13:22,0:09:37,23.5,23.4,15,45,77,26,0
11/17/23 13:22,0:09:38,23.5,23.4,15,43,75,24,0
11/17/23 13:22,0:09:39,23.5,23.4,15,43,75,26,0
11/17/23 13:22,0:09:40,23.5,23.4,15,42,78,26,0
11/17/23 13:22,0:09:41,23.5,23.4,15,42,77,26,0
11/17/23 13:22,0:09:42,23.5,23.4,15,42,77,28,0
11/17/23 13:22,0:09:43,23.6,23.4,15,43,76,27,0
11/17/23 13:22,0:09:44,23.6,23.4,15,42,77,27,0
11/17/23 13:22,0:09:45,23.6,23.4,15,43,77,27,0
11/17/23 13:22,0:09:46,23.6,23.5,15,43,76,27,0
11/17/23 13:22,0:09:47,23.6,23.5,15,43,79,26,0
11/17/23 13:22,0:09:48,23.6,23.5,15,42,74,28,0
11/17/23 13:22,0:09:49,23.6,23.5,15,44,69,27,0
11/17/23 13:22,0:09:50,23.6,23.5,15,41,72,24,0
11/17/23 13:22,0:09:51,23.6,23.5,15,43,71,26,0
11/17/23 13:22,0:09:52,23.6,23.5,15,42,74,24,0
11/17/23 13:22,0:09:53,23.6,23.5,15,45,71,26,0
11/17/23 13:22,0:09:54,23.6,23.5,15,44,73,26,0
11/17/23 13:22,0:09:55,23.7,23.5,15,44,73,26,0
11/17/23 13:22,0:09:56,23.7,23.5,15,44,72,26,0
11/17/23 13:22,0:09:57,23.7,23.5,15,45,72,24,0
11/17/23 13:22,0:09:58,23.7,23.6,15,44,75,26,0
11/17/23 13:22,0:09:59,23.7,23.6,15,44,76,27,0
11/17/23 13:22,0:10:00,23.7,23.6,15,45,75,26,0
11/17/23 13:22,0:10:01,23.7,23.6,16,43,74,27,0
11/17/23 13:22,0:10:02,23.7,23.6,15,42,75,27,0
11/17/23 13:22,0:10:03,23.7,23.6,15,44,75,27,0
11/17/23 13:22,0:10:04,23.7,23.6,15,41,77,27,0
11/17/23 13:22,0:10:05,23.7,23.6,15,46,74,27,0
11/17/23 13:22,0:10:06,23.7,23.6,15,45,77,26,0
11/17/23 13:22,0:10:07,23.8,23.6,15,45,78,27,0
11/17/23 13:22,0:10:08,23.8,23.6,16,44,75,27,0
11/17/23 13:22,0:10:09,23.8,23.6,16,45,75,25,0
11/17/23 13:22,0:10:10,23.8,23.6,15,45,77,26,0
11/17/23 13:22,0:10:11,23.8,23.7,15,44,79,27,0
11/17/23 13:22,0:10:12,23.8,23.7,15,44,80,26,0
11/17/23 13:22,0:10:13,23.8,23.7,15,45,75,26,0
11/17/23 13:22,0:10:14,23.8,23.7,15,45,81,27,0
11/17/23 13:22,0:10:15,23.8,23.7,15,44,82,26,0
11/17/23 13:22,0:10:16,23.8,23.7,15,45,81,27,0
11/17/23 13:22,0:10:17,23.8,23.7,15,46,80,26,0
11/17/23 13:22,0:10:18,23.8,23.7,15,45,82,27,0
11/17/23 13:22,0:10:19,23.9,23.7,15,44,80,26,0
11/17/23 13:22,0:10:20,23.9,23.7,16,45,82,26,0
11/17/23 13:22,0:10:22,23.9,23.7,16,45,80,26,0
11/17/23 13:22,0:10:23,23.9,23.7,15,45,83,26,0
11/17/23 13:22,0:10:24,23.9,23.8,15,44,80,26,0
11/17/23 13:22,0:10:25,23.9,23.8,15,44,77,26,0
11/17/23 13:22,0:10:26,23.9,23.8,15,45,80,26,0
11/17/23 13:22,0:10:27,23.9,23.8,15,46,79,26,0
11/17/23 13:22,0:10:28,23.9,23.8,15,45,78,26,0
11/17/23 13:23,0:10:29,23.9,23.9,15,45,82,27,0
11/17/23 13:23,0:10:30,23.9,23.9,15,45,80,27,0
11/17/23 13:23,0:10:31,23.9,23.9,15,45,82,26,0
11/17/23 13:23,0:10:32,24,23.9,16,45,80,27,0
11/17/23 13:23,0:10:33,24,23.9,15,45,79,26,0
11/17/23 13:23,0:10:34,24,23.9,15,45,83,26,0
11/17/23 13:23,0:10:35,24,23.9,15,44,83,27,0
11/17/23 13:23,0:10:36,24,23.9,15,46,86,26,0
11/17/23 13:23,0:10:37,24,23.9,15,45,85,26,0
11/17/23 13:23,0:10:38,24,23.9,15,45,87,27,0
11/17/23 13:23,0:10:39,24,23.9,15,45,85,27,0
11/17/23 13:23,0:10:40,24,24,15,47,86,24,0
11/17/23 13:23,0:10:41,24,24,16,44,88,25,0
11/17/23 13:23,0:10:42,24,24,15,44,88,25,0
11/17/23 13:23,0:10:43,24.1,24,15,45,87,27,0
11/17/23 13:23,0:10:44,24.1,24,16,46,61,27,0
11/17/23 13:23,0:10:45,24.1,24,15,45,72,26,0
11/17/23 13:23,0:10:46,24.1,24,15,44,79,26,0
11/17/23 13:23,0:10:47,24.1,24,15,45,78,27,0
11/17/23 13:23,0:10:48,24.1,24,15,46,72,25,0
11/17/23 13:23,0:10:49,24.1,24,16,45,81,26,0
11/17/23 13:23,0:10:50,24.1,24,15,47,76,26,0
11/17/23 13:23,0:10:51,24.1,24.1,16,47,78,26,0
11/17/23 13:23,0:10:52,24.1,24.1,15,45,80,27,0
11/17/23 13:23,0:10:53,24.1,24.1,15,45,75,24,0
11/17/23 13:23,0:10:54,24.1,24.1,15,46,79,24,0
11/17/23 13:23,0:10:55,24.2,24.1,15,44,80,26,0
11/17/23 13:23,0:10:56,24.2,24,15,46,80,26,0
11/17/23 13:23,0:10:57,24.2,24.1,15,45,82,27,0
11/17/23 13:23,0:10:58,24.2,24.1,15,45,82,26,0
11/17/23 13:23,0:10:59,24.2,24.1,15,48,81,27,0
11/17/23 13:23,0:11:00,24.2,24.1,15,46,82,27,0
11/17/23 13:23,0:11:01,24.2,24.1,15,48,80,27,0
11/17/23 13:23,0:11:02,24.2,24.1,15,46,84,27,0
11/17/23 13:23,0:11:03,24.2,24.2,15,48,85,26,0
11/17/23 13:23,0:11:04,24.2,24.2,16,47,83,26,0
11/17/23 13:23,0:11:05,24.2,24.2,15,47,82,26,0
11/17/23 13:23,0:11:06,24.2,24.2,15,47,83,27,0
11/17/23 13:23,0:11:07,24.3,24.2,15,45,85,27,0
11/17/23 13:23,0:11:08,24.3,24.2,15,47,83,27,0
11/17/23 13:23,0:11:09,24.3,24.2,15,44,86,26,0
11/17/23 13:23,0:11:10,24.3,24.2,16,45,88,25,0
11/17/23 13:23,0:11:11,24.3,24.2,15,45,88,26,0
11/17/23 13:23,0:11:12,24.3,24.2,15,46,79,27,0
11/17/23 13:23,0:11:13,24.3,24.2,15,45,82,25,0
11/17/23 13:23,0:11:14,24.3,24.2,15,46,80,24,0
11/17/23 13:23,0:11:15,24.3,24.3,15,47,83,25,0
11/17/23 13:23,0:11:16,24.3,24.3,15,45,83,26,0
11/17/23 13:23,0:11:17,24.3,24.3,16,44,85,27,0
11/17/23 13:23,0:11:18,24.3,24.3,15,46,86,26,0
11/17/23 13:23,0:11:19,24.4,24.3,15,44,85,26,0
11/17/23 13:23,0:11:20,24.4,24.3,15,45,86,26,0
11/17/23 13:23,0:11:21,24.4,24.3,15,47,88,26,0
11/17/23 13:23,0:11:22,24.4,24.3,15,45,86,26,0
11/17/23 13:23,0:11:23,24.4,24.3,16,45,81,26,0
11/17/23 13:23,0:11:24,24.4,24.3,15,46,88,27,0
11/17/23 13:23,0:11:25,24.4,24.3,15,46,85,26,0
11/17/23 13:23,0:11:26,24.4,24.4,15,44,85,26,0
11/17/23 13:23,0:11:27,24.4,24.4,15,45,88,27,0
11/17/23 13:23,0:11:28,24.4,24.4,15,46,86,26,0
11/17/23 13:24,0:11:29,24.4,24.4,15,46,91,26,0
11/17/23 13:24,0:11:30,24.4,24.4,16,46,90,27,0
11/17/23 13:24,0:11:31,24.5,24.4,16,46,91,25,0
11/17/23 13:24,0:11:32,24.5,24.4,15,46,89,26,0
11/17/23 13:24,0:11:33,24.5,24.4,15,47,90,27,0
11/17/23 13:24,0:11:34,24.5,24.4,15,46,95,25,0
11/17/23 13:24,0:11:36,24.5,24.4,15,47,87,24,0
11/17/23 13:24,0:11:37,24.5,24.4,15,46,89,27,0
11/17/23 13:24,0:11:38,24.5,24.4,16,48,84,26,0
11/17/23 13:24,0:11:39,24.5,24.4,15,47,86,27,0
11/17/23 13:24,0:11:40,24.5,24.4,15,47,92,26,0
11/17/23 13:24,0:11:41,24.5,24.5,15,48,88,27,0
11/17/23 13:24,0:11:42,24.5,24.5,15,47,84,25,0
11/17/23 13:24,0:11:43,24.5,24.5,15,45,90,24,0
11/17/23 13:24,0:11:44,24.6,24.5,15,48,91,27,0
11/17/23 13:24,0:11:45,24.6,24.5,15,47,88,26,0
11/17/23 13:24,0:11:46,24.6,24.5,15,47,95,26,0
11/17/23 13:24,0:11:47,24.6,24.5,15,46,89,26,0
11/17/23 13:24,0:11:48,24.6,24.5,15,47,93,26,0
11/17/23 13:24,0:11:49,24.6,24.5,15,44,99,26,0
11/17/23 13:24,0:11:50,24.6,24.5,15,47,97,25,0
11/17/23 13:24,0:11:51,24.6,24.6,15,45,98,26,0
11/17/23 13:24,0:11:52,24.6,24.6,15,45,99,27,0
11/17/23 13:24,0:11:53,24.6,24.6,15,45,99,26,0
11/17/23 13:24,0:11:54,24.6,24.6,16,46,98,27,0
11/17/23 13:24,0:11:55,24.7,24.6,15,48,100,27,0
11/17/23 13:24,0:11:56,24.7,24.6,15,45,100,26,0
11/17/23 13:24,0:11:57,24.7,24.6,15,46,96,26,0
11/17/23 13:24,0:11:58,24.7,24.6,15,45,99,27,0
11/17/23 13:24,0:11:59,24.7,24.6,15,46,93,26,0
11/17/23 13:24,0:12:00,24.7,24.6,15,48,96,27,0
11/17/23 13:24,0:12:01,24.7,24.6,15,46,91,26,0
11/17/23 13:24,0:12:02,24.7,24.7,15,45,97,26,0
11/17/23 13:24,0:12:03,24.7,24.7,16,45,98,25,0
11/17/23 13:24,0:12:04,24.7,24.7,16,44,100,25,0
11/17/23 13:24,0:12:05,24.7,24.7,15,48,99,27,0
11/17/23 13:24,0:12:06,24.7,24.7,15,46,100,26,0
11/17/23 13:24,0:12:07,24.8,24.7,15,45,90,26,0
11/17/23 13:24,0:12:08,24.8,24.7,15,46,93,26,0
11/17/23 13:24,0:12:09,24.8,24.7,15,46,97,26,0
11/17/23 13:24,0:12:10,24.8,24.7,16,47,94,25,0
11/17/23 13:24,0:12:11,24.8,24.7,15,47,96,26,0
11/17/23 13:24,0:12:12,24.8,24.7,15,47,96,24,0
11/17/23 13:24,0:12:13,24.8,24.7,15,48,96,27,0
11/17/23 13:24,0:12:14,24.8,24.8,15,46,93,26,0
11/17/23 13:24,0:12:15,24.8,24.8,15,47,91,27,0
11/17/23 13:24,0:12:16,24.8,24.8,15,48,63,27,0
11/17/23 13:24,0:12:17,24.8,24.8,15,47,73,27,0
11/17/23 13:24,0:12:18,24.8,24.8,16,48,72,27,0
11/17/23 13:24,0:12:19,24.9,24.8,15,48,69,25,0
11/17/23 13:24,0:12:20,24.9,24.8,16,48,81,26,0
11/17/23 13:24,0:12:21,24.9,24.8,15,47,79,25,0
11/17/23 13:24,0:12:22,24.9,24.8,15,45,70,26,0
11/17/23 13:24,0:12:23,24.9,24.8,15,47,83,27,0
11/17/23 13:24,0:12:24,24.9,24.8,15,47,79,25,0
11/17/23 13:24,0:12:25,24.9,24.9,15,47,86,26,0
11/17/23 13:24,0:12:26,24.9,24.9,15,45,75,27,0
11/17/23 13:24,0:12:27,24.9,24.9,15,44,84,26,0
11/17/23 13:24,0:12:28,24.9,24.9,15,44,78,25,0
11/17/23 13:25,0:12:29,24.9,24.9,15,48,78,26,0
11/17/23 13:25,0:12:30,24.9,24.9,15,47,83,26,0
11/17/23 13:25,0:12:31,25,24.9,15,48,77,25,0
11/17/23 13:25,0:12:32,25,24.9,15,46,80,26,0
11/17/23 13:25,0:12:33,25,24.9,15,47,80,27,0
11/17/23 13:25,0:12:34,25,24.9,15,47,78,25,0
11/17/23 13:25,0:12:35,25,24.9,15,48,83,27,0
11/17/23 13:25,0:12:36,25,25,15,47,82,26,0
11/17/23 13:25,0:12:37,25,25,15,48,84,27,0
11/17/23 13:25,0:12:38,25,25,15,47,83,26,0
11/17/23 13:25,0:12:39,25,25,15,47,86,26,0
11/17/23 13:25,0:12:40,25,25,15,47,81,26,0
11/17/23 13:25,0:12:41,25,25,15,47,84,26,0
11/17/23 13:25,0:12:42,25,25,15,47,88,27,0
11/17/23 13:25,0:12:43,25.1,25,15,45,88,26,0
11/17/23 13:25,0:12:44,25.1,25,15,45,87,26,0
11/17/23 13:25,0:12:45,25.1,25,15,48,93,27,0
11/17/23 13:25,0:12:46,25.1,25,15,47,93,26,0
11/17/23 13:25,0:12:47,25.1,25,15,47,90,26,0
11/17/23 13:25,0:12:48,25.1,25,15,48,90,26,0
11/17/23 13:25,0:12:49,25.1,25,15,48,90,26,0
11/17/23 13:25,0:12:50,25.1,25,15,47,96,26,0
11/17/23 13:25,0:12:52,25.1,25.1,16,46,95,27,0
11/17/23 13:25,0:12:53,25.1,25.1,15,47,96,26,0
11/17/23 13:25,0:12:54,25.1,25.1,15,48,96,27,0
11/17/23 13:25,0:12:55,25.1,25.1,15,47,94,26,0
11/17/23 13:25,0:12:56,25.2,25.1,15,46,93,25,0
11/17/23 13:25,0:12:57,25.2,25.1,15,47,100,25,0
11/17/23 13:25,0:12:58,25.2,25.1,15,47,100,26,0
11/17/23 13:25,0:12:59,25.2,25.1,15,47,100,26,0
11/17/23 13:25,0:13:00,25.2,25.1,16,49,100,25,0
11/17/23 13:25,0:13:01,25.2,25.1,16,48,100,26,0
11/17/23 13:25,0:13:02,25.2,25.1,15,47,100,25,0
11/17/23 13:25,0:13:03,25.2,25.1,16,48,100,26,0
11/17/23 13:25,0:13:04,25.2,25.2,15,48,100,26,0
11/17/23 13:25,0:13:05,25.2,25.2,15,48,100,25,0
11/17/23 13:25,0:13:06,25.2,25.2,15,49,100,26,0
11/17/23 13:25,0:13:07,25.3,25.2,15,48,100,26,0
11/17/23 13:25,0:13:08,25.3,25.2,15,49,100,25,0
11/17/23 13:25,0:13:09,25.3,25.2,15,50,75,27,0
11/17/23 13:25,0:13:10,25.3,25.2,15,49,86,26,0
11/17/23 13:25,0:13:11,25.3,25.2,15,50,90,27,0
11/17/23 13:25,0:13:12,25.3,25.2,15,51,100,24,0
11/17/23 13:25,0:13:13,25.3,25.2,15,50,97,27,0
11/17/23 13:25,0:13:14,25.3,25.2,16,48,94,26,0
11/17/23 13:25,0:13:15,25.3,25.2,15,48,92,26,0
11/17/23 13:25,0:13:16,25.3,25.2,15,49,97,25,0
11/17/23 13:25,0:13:17,25.3,25.2,15,47,97,26,0
11/17/23 13:25,0:13:18,25.3,25.2,15,50,96,23,0
11/17/23 13:25,0:13:19,25.4,25.2,15,50,94,26,0
11/17/23 13:25,0:13:20,25.4,25.2,16,48,100,26,0
11/17/23 13:25,0:13:21,25.4,25.3,16,49,97,27,0
11/17/23 13:25,0:13:22,25.4,25.3,15,49,100,26,0
11/17/23 13:25,0:13:23,25.4,25.3,15,49,100,26,0
11/17/23 13:25,0:13:24,25.4,25.3,15,48,100,26,0
11/17/23 13:25,0:13:25,25.4,25.3,15,50,100,26,0
11/17/23 13:25,0:13:26,25.4,25.3,15,49,100,25,0
11/17/23 13:25,0:13:27,25.4,25.3,15,51,100,25,0
11/17/23 13:25,0:13:28,25.4,25.3,15,48,100,26,0
11/17/23 13:26,0:13:29,25.4,25.3,15,50,96,26,0
11/17/23 13:26,0:13:30,25.4,25.3,15,51,92,26,0
11/17/23 13:26,0:13:31,25.5,25.3,16,50,83,25,0
11/17/23 13:26,0:13:32,25.5,25.3,15,51,100,25,0
11/17/23 13:26,0:13:33,25.5,25.3,15,49,89,26,0
11/17/23 13:26,0:13:34,25.5,25.3,16,50,100,27,0
11/17/23 13:26,0:13:35,25.5,25.4,15,48,100,26,0
11/17/23 13:26,0:13:36,25.5,25.4,15,48,100,26,0
11/17/23 13:26,0:13:37,25.5,25.4,15,49,100,26,0
11/17/23 13:26,0:13:38,25.5,25.4,16,50,100,25,0
11/17/23 13:26,0:13:39,25.5,25.4,15,50,100,23,0
11/17/23 13:26,0:13:40,25.5,25.4,16,51,98,26,0
11/17/23 13:26,0:13:41,25.5,25.4,15,50,100,25,0
11/17/23 13:26,0:13:42,25.5,25.4,15,50,100,25,0
11/17/23 13:26,0:13:43,25.6,25.4,15,51,100,26,0
11/17/23 13:26,0:13:44,25.6,25.4,15,49,100,24,0
11/17/23 13:26,0:13:45,25.6,25.4,15,51,100,26,0
11/17/23 13:26,0:13:46,25.6,25.4,15,50,100,25,0
11/17/23 13:26,0:13:47,25.6,25.5,15,50,92,25,0
11/17/23 13:26,0:13:48,25.6,25.5,15,50,100,25,0
11/17/23 13:26,0:13:49,25.6,25.5,16,51,97,25,0
11/17/23 13:26,0:13:50,25.6,25.5,15,48,100,26,0
11/17/23 13:26,0:13:51,25.6,25.5,15,50,96,25,0
11/17/23 13:26,0:13:52,25.6,25.5,15,49,98,26,0
11/17/23 13:26,0:13:53,25.6,25.5,15,49,100,26,0
11/17/23 13:26,0:13:54,25.6,25.5,15,50,100,26,0
